2019-09-10 10:48:21,287 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2019-09-10 10:48:21,359 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2019-09-10 10:48:21,360 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2019-09-10 10:48:21,361 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2019-09-10 10:48:21,457 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2019-09-10 10:48:21,458 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2019-09-10 10:48:21,594 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2019-09-10 15:12:13,958 INFO  SwAddin.cs: 271 - Assembly export called for file dog_1.SLDASM
2019-09-10 15:12:16,089 INFO  SwAddin.cs: 290 - Saving assembly
2019-09-10 15:12:16,194 INFO  SwAddin.cs: 293 - Opening property manager
2019-09-10 15:12:16,269 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from dog_1.SLDASM
2019-09-10 15:12:16,289 INFO  ExportHelperExtension.cs: 1142 - Found 59 in dog_1.SLDASM
2019-09-10 15:12:16,291 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in dog_1.SLDASM
2019-09-10 15:12:16,291 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-09-10 15:12:16,292 INFO  ExportHelperExtension.cs: 1167 - 13 components to check
2019-09-10 15:12:16,294 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from bone_knee-4
2019-09-10 15:12:16,295 INFO  ExportHelperExtension.cs: 1142 - Found 34 in bone_knee-4
2019-09-10 15:12:16,296 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in bone_knee-4
2019-09-10 15:12:16,296 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from bone_knee-1
2019-09-10 15:12:16,297 INFO  ExportHelperExtension.cs: 1142 - Found 34 in bone_knee-1
2019-09-10 15:12:16,298 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in bone_knee-1
2019-09-10 15:12:16,298 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from bone_ab-4
2019-09-10 15:12:16,299 INFO  ExportHelperExtension.cs: 1142 - Found 40 in bone_ab-4
2019-09-10 15:12:16,300 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in bone_ab-4
2019-09-10 15:12:16,301 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from bone_ab-3
2019-09-10 15:12:16,302 INFO  ExportHelperExtension.cs: 1142 - Found 40 in bone_ab-3
2019-09-10 15:12:16,303 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in bone_ab-3
2019-09-10 15:12:16,304 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from bone_knee-3
2019-09-10 15:12:16,305 INFO  ExportHelperExtension.cs: 1142 - Found 34 in bone_knee-3
2019-09-10 15:12:16,306 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in bone_knee-3
2019-09-10 15:12:16,307 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from bone_hip-3
2019-09-10 15:12:16,308 INFO  ExportHelperExtension.cs: 1142 - Found 31 in bone_hip-3
2019-09-10 15:12:16,309 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in bone_hip-3
2019-09-10 15:12:16,310 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from bone_hip-4
2019-09-10 15:12:16,310 INFO  ExportHelperExtension.cs: 1142 - Found 31 in bone_hip-4
2019-09-10 15:12:16,312 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in bone_hip-4
